11/02/2016 12:19:32 a.m..46 127.0.0.1	 CodeSection en 0
08/12/2017 04:58:42 p.m..53 127.0.0.1	 CodeSection en 0
08/12/2017 05:00:33 p.m..50 127.0.0.1	 CodeSection en 0
08/12/2017 05:02:17 p.m..11 127.0.0.1	 CodeSection en 0
08/12/2017 05:04:20 p.m..49 127.0.0.1	 CodeSection en 0
08/12/2017 05:08:22 p.m..39 127.0.0.1	 CodeSection en 0
08/12/2017 05:10:19 p.m..33 127.0.0.1	 CodeSection en 0
08/12/2017 05:17:35 p.m..66 127.0.0.1	 CodeSection en 0
08/12/2017 06:14:07 p.m..85 127.0.0.1	 CodeSection en 0
10/12/2017 03:20:32 p.m..43 127.0.0.1	 CodeSection en 0
10/12/2017 03:26:33 p.m..21 127.0.0.1	 CodeSection en 0
10/12/2017 03:40:48 p.m..75 127.0.0.1	 CodeSection en 0
10/12/2017 03:41:27 p.m..53 127.0.0.1	 CodeSection en 0
10/12/2017 03:44:46 p.m..54 127.0.0.1	 CodeSection en 0
10/12/2017 03:47:57 p.m..71 127.0.0.1	 CodeSection en 0
10/12/2017 03:59:05 p.m..88 127.0.0.1	 CodeSection en 0
10/12/2017 04:03:37 p.m..57 127.0.0.1	 CodeSection en 0
10/12/2017 04:05:53 p.m..04 127.0.0.1	 CodeSection en 0
10/12/2017 04:08:52 p.m..22 127.0.0.1	 CodeSection en 0
10/12/2017 04:14:48 p.m..10 127.0.0.1	 CodeSection en 0
10/12/2017 04:29:13 p.m..89 127.0.0.1	 CodeSection en 0
10/12/2017 04:31:55 p.m..83 127.0.0.1	 CodeSection en 0
10/12/2017 04:33:25 p.m..63 127.0.0.1	 CodeSection en 0
10/12/2017 04:34:52 p.m..93 127.0.0.1	 CodeSection en 0
17/03/2019 11:07:51 a.m..61 127.0.0.1	 CodeSection en 0
17/03/2019 11:08:06 a.m..99 127.0.0.1	 CodeSection en 0
17/03/2019 11:09:54 a.m..91 127.0.0.1	 CodeSection en 0
17/03/2019 11:10:47 a.m..69 127.0.0.1	 CodeSection en 0
17/03/2019 11:11:07 a.m..68 127.0.0.1	 CodeSection en 0
17/03/2019 11:12:00 a.m..84 127.0.0.1	 CodeSection en 0
17/03/2019 11:12:11 a.m..73 127.0.0.1	 CodeSection en 0
17/03/2019 11:13:17 a.m..49 127.0.0.1	 CodeSection en 0
17/03/2019 11:20:16 a.m..66 127.0.0.1	 CodeSection en 0
17/03/2019 11:20:16 a.m..71 [642737BFEE47,127.0.0.1] logueo con password maestra. ACC: LEAN
17/03/2019 11:56:50 a.m..54 127.0.0.1	 CodeSection en 0
17/03/2019 11:56:50 a.m..62 [642737BFEE47,127.0.0.1] logueo con password maestra. ACC: LEAN
17/03/2019 12:21:58 p.m..80 127.0.0.1	 CodeSection en 0
17/03/2019 12:21:58 p.m..87 [642737BFEE47,127.0.0.1] logueo con password maestra. ACC: LEAN
17/03/2019 12:28:24 p.m..36 127.0.0.1	 CodeSection en 0
17/03/2019 12:28:24 p.m..43 [642737BFEE47,127.0.0.1] logueo con password maestra. ACC: LEAN
17/03/2019 12:46:33 p.m..02 127.0.0.1	 CodeSection en 0
17/03/2019 12:46:33 p.m..11 [642737BFEE47,127.0.0.1] logueo con password maestra. ACC: LEAN
27/03/2020 09:44:37 p.m..72 127.0.0.1	 CodeSection en 0
27/03/2020 09:44:40 p.m..52 127.0.0.1	 CodeSection en 0
27/03/2020 09:44:45 p.m..41 127.0.0.1	 CodeSection en 0
27/03/2020 09:44:59 p.m..72 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:28 a.m..68 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:36 a.m..43 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:41 a.m..24 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:48 a.m..07 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:49 a.m..19 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:49 a.m..84 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:56 a.m..41 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:58 a.m..30 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:59 a.m..21 127.0.0.1	 CodeSection en 0
31/03/2020 04:37:59 a.m..91 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:31 a.m..50 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:33 a.m..38 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:34 a.m..45 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:35 a.m..46 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:38 a.m..59 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:39 a.m..56 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:40 a.m..39 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:43 a.m..85 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:47 a.m..16 127.0.0.1	 CodeSection en 0
31/03/2020 04:38:48 a.m..56 127.0.0.1	 CodeSection en 0
31/03/2020 04:42:48 a.m..66 127.0.0.1	 CodeSection en 0
31/03/2020 04:42:53 a.m..35 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:14 a.m..15 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:32 a.m..59 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:33 a.m..97 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:35 a.m..72 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:40 a.m..61 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:41 a.m..90 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:46 a.m..24 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:47 a.m..97 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:57 a.m..55 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:58 a.m..87 127.0.0.1	 CodeSection en 0
31/03/2020 04:43:59 a.m..77 127.0.0.1	 CodeSection en 0
31/03/2020 04:44:32 a.m..41 127.0.0.1	 CodeSection en 0
31/03/2020 04:51:47 a.m..10 127.0.0.1	 CodeSection en 0
18/04/2020 11:30:19 p.m..20 127.0.0.1	 CodeSection en 0
19/04/2020 12:18:20 p.m..78 127.0.0.1	 CodeSection en 0
19/04/2020 12:19:18 p.m..35 127.0.0.1	 CodeSection en 0
19/04/2020 12:19:39 p.m..24 127.0.0.1	 CodeSection en 0
19/04/2020 12:19:41 p.m..07 127.0.0.1	 CodeSection en 0
19/04/2020 12:19:44 p.m..13 127.0.0.1	 CodeSection en 0
19/04/2020 12:19:57 p.m..55 127.0.0.1	 CodeSection en 0
19/04/2020 12:19:59 p.m..05 127.0.0.1	 CodeSection en 0
19/04/2020 12:32:11 p.m..45 127.0.0.1	 CodeSection en 0
19/04/2020 12:32:12 p.m..90 127.0.0.1	 CodeSection en 0
19/04/2020 12:32:13 p.m..41 127.0.0.1	 CodeSection en 0
19/04/2020 01:10:47 p.m..48 127.0.0.1	 CodeSection en 0
19/04/2020 01:11:15 p.m..65 127.0.0.1	 CodeSection en 0
19/04/2020 01:11:18 p.m..88 127.0.0.1	 CodeSection en 0
19/04/2020 02:14:47 p.m..81 127.0.0.1	 CodeSection en 0
19/04/2020 04:37:08 p.m..32 127.0.0.1	 CodeSection en 0
19/04/2020 04:37:13 p.m..32 127.0.0.1	 CodeSection en 0
19/04/2020 04:55:31 p.m..69 127.0.0.1	 CodeSection en 0
19/04/2020 04:55:34 p.m..92 127.0.0.1	 CodeSection en 0
19/04/2020 04:55:45 p.m..05 127.0.0.1	 CodeSection en 0
19/04/2020 04:56:06 p.m..31 127.0.0.1	 CodeSection en 0
19/04/2020 04:56:12 p.m..48 127.0.0.1	 CodeSection en 0
19/04/2020 05:11:42 p.m..79 127.0.0.1	 CodeSection en 0
19/04/2020 05:16:19 p.m..99 127.0.0.1	 CodeSection en 0
19/04/2020 05:49:42 p.m..48 127.0.0.1	 CodeSection en 0
19/04/2020 07:57:40 p.m..91 127.0.0.1	 CodeSection en 0
19/04/2020 08:58:56 p.m..18 127.0.0.1	 CodeSection en 0
19/04/2020 09:04:27 p.m..42 127.0.0.1	 CodeSection en 0
19/04/2020 09:15:31 p.m..42 127.0.0.1	 CodeSection en 0
19/04/2020 10:33:49 p.m..91 127.0.0.1	 CodeSection en 0
19/04/2020 10:35:16 p.m..59 127.0.0.1	 CodeSection en 0
19/04/2020 11:00:13 p.m..16 127.0.0.1	 CodeSection en 0
19/04/2020 11:07:19 p.m..05 127.0.0.1	 CodeSection en 0
19/04/2020 11:10:16 p.m..64 127.0.0.1	 CodeSection en 0
19/04/2020 11:26:45 p.m..57 127.0.0.1	 CodeSection en 0
19/04/2020 11:47:52 p.m..45 127.0.0.1	 CodeSection en 0
19/04/2020 11:53:48 p.m..30 127.0.0.1	 CodeSection en 0
20/04/2020 12:03:25 a.m..23 127.0.0.1	 CodeSection en 0
20/04/2020 12:05:15 a.m..64 127.0.0.1	 CodeSection en 0
20/04/2020 12:07:46 a.m..03 127.0.0.1	 CodeSection en 0
20/04/2020 12:28:12 a.m..46 127.0.0.1	 CodeSection en 0
20/04/2020 12:29:38 a.m..54 127.0.0.1	 CodeSection en 0
20/04/2020 12:33:43 a.m..57 127.0.0.1	 CodeSection en 0
20/04/2020 10:35:26 p.m..86 127.0.0.1	 CodeSection en 0
20/04/2020 10:36:15 p.m..14 127.0.0.1	 CodeSection en 0
20/04/2020 10:36:38 p.m..11 127.0.0.1	 CodeSection en 0
20/04/2020 10:40:27 p.m..79 127.0.0.1	 CodeSection en 0
20/04/2020 10:43:40 p.m..02 127.0.0.1	 CodeSection en 0
20/04/2020 10:47:29 p.m..11 127.0.0.1	 CodeSection en 0
20/04/2020 10:56:03 p.m..86 127.0.0.1	 CodeSection en 0
